title,link,authors,publication,article_year
Automata with multiplicities as behaviour model in multi-agent simulations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:Tyk-4Ss8FVUC,"C Bertelle, M Flouret, V Jay, D Olivier, JL Ponty","SCI'2001, 5th World Multi-Conference on Systemics, Cybernetics and Informatics, 2001",2001
Intelligent Tutoring Systems Based on the Multi-Agent Systems(ITS-MAS): The Dynamic and Incremental Case Based Reasoning(DICBR) Paradigm and the Inverse Longest Common Sub …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:WZBGuue-350C,"EM En-Naimi, A Zouhair, B Amami, H Boukachour, P Person, C Bertelle","International Journal of Computer Science Issues(IJCSI) 9 (6), 2012",2012
French roadmap for complex systems 2008-2009,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:JV2RwH3_ST0C,"P Bourgine, D Chavalarias, E Perrier, F Amblard, F Arlabosse, P Auger, ...","arXiv preprint arXiv:0907.2221, 2009",2009
Organization detection for dynamic load balancing in individual-based simulations,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:WF5omc3nYNoC,"C Bertelle, A Dutot, F Guinand, D Olivier","Multiagent and Grid Systems 3 (1), 141-163, 2007",2007
A multi-agent system integrating vortex methods for fluid flow computation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:W7OEmFMy1HYC,"C Bertelle, D Olivier, V Jay, P Tranouez, A Cardon","16th IMACS congress, 2000",2000
Control of panic behavior in a non identical network coupled with a geographical model,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:uJ-U7cs_P_0C,"G Cantin, M Aziz-Alaoui, N Verdière, V Lanza, R Charrier, C Bertelle, ...","PHYSCON 2017, 2017",2017
A resource oriented framework for service choreography over wireless sensor and actor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:ZuybSZzF8UAC,"C Duhart, P Sauvage, C Bertelle","International Journal of Wireless Information Networks 23 (3), 173-186, 2016",2016
Emergence of cooperation in non-scale-free networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:vRqMK49ujn8C,"Y Zhang, MA Aziz-Alaoui, C Bertelle, S Zhou, W Wang","Journal of Physics A: Mathematical and Theoretical 47 (22), 225003, 2014",2014
Intelligent tutoring systems founded on the multi-agent incremental dynamic case based reasoning,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:nb7KW1ujOQ8C,"A Zouhair, B Amami, H Boukachour, P Person, C Bertelle","2012 Colloquium in Information Science and Technology, 74-79, 2012",2012
Changing levels of description in a fluid flow simulation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=Twj3qDQAAAAJ&pagesize=100&citation_for_view=Twj3qDQAAAAJ:Se3iqnhoufwC,"P Tranouez, C Bertelle, D Olivier","Emergent Properties in Natural and Artificial Dynamical Systems, 87-99, 2006",2006
