title,link,authors,publication,article_year
A convenient synthetic route towards H-bisphosphinates,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=x-RZHpkAAAAJ&pagesize=100&citation_for_view=x-RZHpkAAAAJ:u-x6o8ySG0sC,"J Dussart, N Guedeney, J Deschamp, M Monteil, O Gager, T Legigan, ...","Organic & Biomolecular Chemistry 16 (38), 6969-6979, 2018",2018
"A convenient one-pot synthesis of 1-hydroxymethylene-1, 1-bisphosphinic acids",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=x-RZHpkAAAAJ&pagesize=100&citation_for_view=x-RZHpkAAAAJ:u5HHmVD_uO8C,"N Guedeney, J Dussart, J Deschamp, M Ouechtati, E Migianu-Griffoni, ...","Phosphorus, Sulfur, and Silicon and the Related Elements 194 (4-6), 323-325, 2019",2019
,,,,
