title,link,authors,publication,article_year
The changing face of necessity entrepreneurship: Coping strategies to better support necessity-driven entrepreneurs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:KI9T_ytC6pkC,"M Dupont, N Fadil, N Khelil","ICSB World Conference Proceedings, 1-7, 2016",2016
A cognitive mapping methodology for identifying the root causes of entrepreneurial failure,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:7BrZ7Jt4UNcC,"N Khelil, L Hélène","59th annual conference of the International Council for Small Business (ICSB), 2014",2014
Pour une prise en compte du caractère multiforme de l’échec entrepreneurial en vue d’un meilleur accompagnement des jeunes créateurs d'entreprises en difficultés,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:Y0pCki6q_DkC,"N KHELIL, S KHIARI","3ème Rencontre entre acteurs des réseaux d'accompagnement et chercheurs …, 2013",2013
Exploration de la logique de l’accompagnement psychologique : une approche par les représentations des accompagnateurs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:YsMSGLbcyi4C,"N Khelil, S Khiari, A Smida, M Zouaoui, AG Mejía","Colloque GRH, PME et Entrepreneuriat : Regards croisés, Montpellier, FRANCE, 2010",2010
Thinking about future research on entrepreneurial failure: An interview with Dean Andrew Shepherd,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:RXiHnyRawswC,N Khelil,"Revue de l'entrepreneuriat, 2021",2021
Regards croisés sur l’échec entrepreneurial,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:60iIaj97TE0C,"N Khelil, X Brédart, N Levratto","Revue de lEntrepreneuriat 19 (2), 7-12, 2020",2020
Exploring the different patterns of entrepreneurial exit,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:as0KMg8qHbkC,"M Hammer, N Khelil","HAL Post-Print, 2014",2014
Causal cognitive mapping in the entrepreneurial cognition field: A comparison of two alternative methods,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:txeM2kYbVNMC,N Khelil,"Journal of Small Business Management 59 (5), 1012-1049, 2021",2021
The persistence of entrepreneurs in the face of failure: an investigation of the determinants from the discrepancy theory [La persistance des entrepreneurs face à l’échec: une …,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:cNe27ouKFcQC,"N Khelil, A Jemaa","HAL Post-Print, 2021",2021
The persistence of entrepreneurs in the face of failure: an investigation of the determinants from the discrepancy theory,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:V_vSwabWVtYC,"N Khelil, A Jemaa","HAL, 2021",2021
Franchise System Configurations for High Performance: The Role of Dynamic Capabilities and Know-How,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:sbeIDTyQOFgC,"F Perdreau, AL Le Nadant, N Khelil","HAL Post-Print, 2021",2021
La persistance des entrepreneurs face à l’échec : une investigation des déterminants à partir de la discrepancy theory,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:e84hm74t-eoC,"N Khelil, A Jemaa","La Revue des Sciences de Gestion 1 (307), 25-44, 2021",2021
Regards croisés sur l’échec entrepreneurial,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:rbGdIwl2e6cC,"N Levratto, X Brédart, N Khelil","HAL Post-Print, 2021",2021
Exploring the Differences Between Leaders’ and Designers’ Communication Styles: Insights from Industrial Design Micro-Enterprises in Taiwan,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:hHIA4WEVY-EC,"WC Chang, N Khelil, YC Hung","Journal of Enterprising Culture 28 (03), 201-221, 2020",2020
Crossed perspectives on entrepreneurial failure,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:X4-KO54GjGYC,"N Khelil, X Brédart, N Levratto","Revue de lEntrepreneuriat 19 (2), 7-12, 2020",2020
The territory in the Francophone managerial literature: Introduction,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:g_UdREhPGEoC,"J Bonnet, M Dejardin, N Khelil","HAL Post-Print, 2020",2020
Is entrepreneurship an appropriate strategic posture for franchise systems? A configurational analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:WzTVkKNmPSkC,"N Khelil, C Allix-Desfautaux, AL Le Nadant, F Simon-Lee","Recherches en sciences de gestion 138 (3), 131-156, 2020",2020
"Dynamic Capabilities, Operational Capabilities and Franchise System Performance",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:E7VqQtBCVmcC,"N Khelil, AL Le Nadant, F Perdreau","HAL Post-Print, 2019",2019
"What does"" to fail"" in entrepreneurship mean? Critical rereading of the literature [Que signifie échouer en entrepreneuriat? Relecture de la littérature]",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:XAp-VaTZjjwC,"N Khelil, A Smida, Z Mahmoud","HAL Post-Print, 2018",2018
"What does"" to fail"" in entrepreneurship mean? Critical rereading of the literature",https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:h168fVGZblEC,"N Khelil, A Smida, Z Mahmoud","HAL, 2018",2018
Adaptation versus uniformité des savoir-faire dans les réseaux de franchise,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:v_tt_AnqfNMC,"C Allix-Desfautaux, N Khelil, AL Le Nadant, M Malherbe, F Perdreau, ...","HAL Working Papers, 2018",2018
L’essence de l’échec entrepreneurial,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=DP_OufkAAAAJ&pagesize=100&citation_for_view=DP_OufkAAAAJ:q0uBw5dMOAkC,N Khelil,"Université de Caen Normandie; IAE de Caen, 2017",2017
