title,link,authors,publication,article_year
An eigenanalysis of data centering in machine learning,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:_xSYboBqXhAC,P Honeine,"IEEE Transactions on Pattern Analysis and Machine Intelligence, 2014",2014
Non-negativity constraints on the pre-image for pattern recognition with kernel machines,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:lSLTfruPkqcC,"M Kallas, P Honeine, C Richard, C Francis, H Amoud","Pattern Recognition 46 (11), 3066-3080, 2013",2013
Online kernel adaptive algorithms with dictionary adaptation for MIMO models,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:J_g5lzvAfSwC,"C Saidé, R Lengellé, P Honeine, R Achkar","IEEE Signal Processing Letters 20 (5), 535-538, 2013",2013
Functional estimation in Hilbert space for distributed learning in wireless sensor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:IjCSPb-OGe4C,"P Honeine, C Richard, JCM Bermudez, H Snoussi, M Essoloh, F Vincent","2009 IEEE International Conference on Acoustics, Speech and Signal …, 2009",2009
High-level Prior-based Loss Functions for Medical Image Segmentation: A Survey,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:S16KYo8Pm5AC,"R El Jurdi, C Petitjean, P Honeine, V Cheplygina, F Abdallah","arXiv preprint arXiv:2011.08018, 2020",2020
SimilCatch: enhanced social spammers detection on twitter using markov random fields,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:tuHXwOkdijsC,"N El-Mawass, P Honeine, L Vercouter","Information processing & management 57 (6), 102317, 2020",2020
Intrusion Detection in SCADA Systems Using One-Class Classification,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:cFHS6HbyZ2cC,"P Nader, P Honeine, P Beauseroy","European Conference on Signal Processing, 2013",2013
Hyperspectral image unmixing using manifold learning methods derivations and comparative tests,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:7PzlFSSx8tAC,"NH Nguyen, C Richard, P Honeine, C Theys","2012 IEEE International Geoscience and Remote Sensing Symposium, 3086-3089, 2012",2012
A novel kernel-based nonlinear unmixing scheme of hyperspectral images,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:0EnyYjriUFMC,"J Chen, C Richard, P Honeine","2011 Conference Record of the Forty Fifth Asilomar Conference on Signals …, 2011",2011
Online kernel nonnegative matrix factorization,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:eMMeJKvmdy0C,"F Zhu, P Honeine","Signal Processing 131, 143-153, 2017",2017
Mixed integer programming for sparse coding: Application to image denoising,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:fEOibwPWpKIC,"Y Liu, S Canu, P Honeine, S Ruan","IEEE Transactions on Computational Imaging 5 (3), 354-365, 2019",2019
Estimating abundance fractions of materials in hyperspectral images by fitting a post-nonlinear mixing model,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:70eg2SAEIzsC,"J Chen, C Richard, P Honeine","2013 5th Workshop on Hyperspectral Image and Signal Processing: Evolution in …, 2013",2013
Zoning-based localization in indoor sensor networks using belief functions theory,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:AXPGKjj_ei8C,"D AlShamaa, F Mourad-Chehade, P Honeine","2016 IEEE 17th International Workshop on Signal Processing Advances in …, 2016",2016
Approximation errors of online sparsification criteria,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:XiSMed-E-HIC,P Honeine,"IEEE Transactions on Signal Processing 63 (17), 4700-4709, 2015",2015
Supervised nonlinear unmixing of hyperspectral images using a pre-image methods,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:NaGl4SEjCO4C,"NH Nguyen, J Chen, C Richard, P Honeine, C Theys","European Astronomical Society Publications Series 59, 417-437, 2013",2013
Prediction of time series using Yule-Walker equations with kernels,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:9ZlFYXVOiuMC,"M Kallas, P Honeine, C Richard, C Francis, H Amoud","2012 IEEE International Conference on Acoustics, Speech and Signal …, 2012",2012
Breaking the limits of message passing graph neural networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:0N-VGjzr574C,"M Balcilar, P Héroux, B Gauzere, P Vasseur, S Adam, P Honeine","International Conference on Machine Learning, 599-608, 2021",2021
The omniscape dataset,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:EYYDruWGBe4C,"AR Sekkat, Y Dupuis, P Vasseur, P Honeine","2020 IEEE International Conference on Robotics and Automation (ICRA), 1603-1608, 2020",2020
Online one-class machines based on the coherence criterion,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:NMxIlDl6LWMC,"Z Noumir, P Honeine, C Richard","2012 Proceedings of the 20th European Signal Processing Conference (EUSIPCO …, 2012",2012
Dictionary adaptation for online prediction of time series data with kernels,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:j3f4tGmQtD8C,"C Saidé, R Lengellé, P Honeine, C Richard, R Achkar","2012 IEEE Statistical Signal Processing Workshop (SSP), 604-607, 2012",2012
The angular kernel in machine learning for hyperspectral data classification,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:UebtZRa9Y70C,"P Honeine, C Richard","2010 2nd Workshop on Hyperspectral Image and Signal Processing: Evolution in …, 2010",2010
Bb-unet: U-net with bounding box prior,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:gsN89kCJA0AC,"R El Jurdi, C Petitjean, P Honeine, F Abdallah","IEEE Journal of Selected Topics in Signal Processing 14 (6), 1189-1198, 2020",2020
Decentralized kernel-based localization in wireless sensor networks using belief functions,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:uJ-U7cs_P_0C,"D Alshamaa, F Mourad-Chehade, P Honeine","IEEE Sensors Journal 19 (11), 4149-4159, 2019",2019
Localization of sensors in indoor wireless networks: An observation model using WiFi RSS,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:PR6Y55bgFSsC,"D AlShamaa, F Mourad-Chehade, P Honeine","2018 9th IFIP International Conference on New Technologies, Mobility and …, 2018",2018
Nonlinear unmixing of hyperspectral data with partially linear least-squares support vector regression,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:vV6vV6tmYwMC,"J Chen, C Richard, A Ferrari, P Honeine","2013 IEEE International Conference on Acoustics, Speech and Signal …, 2013",2013
One-class machines based on the coherence criterion,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:M3ejUd6NZC8C,"Z Noumir, P Honeine, C Richard","2012 IEEE Statistical Signal Processing Workshop (SSP), 600-603, 2012",2012
A Gaussian process regression approach for testing Granger causality between time series data,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:LkGwnXOMwfcC,"PO Amblard, OJJ Michel, C Richard, P Honeine","2012 IEEE International Conference on Acoustics, Speech and Signal …, 2012",2012
Localization in sensor networks-a matrix regression approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:Tyk-4Ss8FVUC,"P Honeine, C Richard, M Essoloh, H Snoussi","2008 5th IEEE Sensor Array and Multichannel Signal Processing Workshop, 284-287, 2008",2008
BB-UNet: U-Net with bounding box prior,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:YohjEiUPhakC,"RE Jurdi, C Petitjean, P Honeine, F Abdallah","IEEE Journal of Selected Topics in Signal Processing 14 (6), 1189-1198, 2020",2020
Supervised classification of social spammers using a similarity-based markov random field approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:W5xh706n7nkC,"N El-Mawass, P Honeine, L Vercouter","Proceedings of the 5th Multidisciplinary International Social Networks …, 2018",2018
A new Bayesian unmixing algorithm for hyperspectral images mitigating endmember variability,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:D_sINldO8mEC,"A Halimi, N Dobigeon, JY Tourneret, P Honeine","2015 IEEE International Conference on Acoustics, Speech and Signal …, 2015",2015
Distributed localization in wireless sensor networks as a pre-image problem in a reproducing kernel hilbert space,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:YsMSGLbcyi4C,"M Essoloh, C Richard, H Snoussi, P Honeine","2008 16th European Signal Processing Conference, 1-5, 2008",2008
A decentralized approach for nonlinear prediction of time series data in sensor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:K3LRdlH-MEoC,"P Honeine, C Richard, JCM Bermudez, J Chen, H Snoussi","EURASIP Journal on Wireless Communications and Networking 2010, 1-12, 2010",2010
System identification under non-negativity constraints,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:W7OEmFMy1HYC,"J Chen, C Richard, P Honeine, H Lantéri, C Theys","2010 18th European Signal Processing Conference, 1728-1732, 2010",2010
Signal-dependent time-frequency representations for classification using a radially gaussian kernel and the alignment criterion,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:WF5omc3nYNoC,"P Honeine, C Richard","2007 IEEE/SP 14th Workshop on Statistical Signal Processing, 735-739, 2007",2007
A weighted kernel-based hierarchical classification method for zoning of sensors in indoor wireless networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:dQ2og3OwTAUC,"D Alshamaa, F Mourad-Chehade, P Honeine","2018 IEEE 19th International Workshop on Signal Processing Advances in …, 2018",2018
Non-negative pre-image in machine learning for pattern recognition,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:5nxA0vEk-isC,"M Kallas, P Honeine, C Richard, C Francis, H Amoud","2011 19th European Signal Processing Conference, 931-935, 2011",2011
Distributed prediction of time series data with kernels and adaptive filtering techniques in sensor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:IWHjjKOFINEC,"P Honeine, C Richard, JCM Bermudez, H Snoussi","2008 42nd Asilomar Conference on Signals, Systems and Computers, 246-250, 2008",2008
Organ segmentation in CT images with weak annotations: a preliminary study,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:EkHepimYqZsC,"R El Jurdi, C Petitjean, P Honeine, F Abdallah","27th GRETSI Symposium on Signal and Image Processing, Lille, France, 2019",2019
Unmixing hyperspectral images accounting for temporal and spatial endmember variability,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:z_wVstp3MssC,"A Halimi, N Dobigeon, JY Tourneret, S McLaughlin, P Honeine","Proc. European Signal Process. Conf.(EUSIPCO), Nice, France, 1686-1690, 2015",2015
Strategies for principal component analysis in wireless sensor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:SP6oXDckpogC,"N Ghadban, P Honeine, C Francis, F Mourad-Chehade, J Farah","2014 IEEE 8th Sensor Array and Multichannel Signal Processing Workshop (SAM …, 2014",2014
Decentralized Localization Using Fingerprinting and Kernel Methods in Wireless Sensor Networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:yD5IFk8b50cC,"S Mahfouz, F Mourad-Chehade, P Honeine, J Farah, H Snoussi","European Conference on Signal Processing, 2013",2013
A modified non-negative LMS algorithm and its stochastic behavior analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:mB3voiENLucC,"J Chen, C Richard, J Bermudez, P Honeine","2011 Conference Record of the Forty Fifth Asilomar Conference on Signals …, 2011",2011
Non-negative distributed regression for data inference in wireless sensor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:QIV2ME_5wuYC,"J Chen, C Richard, P Honeine, JCM Bermudez","2010 Conference Record of the Forty Fourth Asilomar Conference on Signals …, 2010",2010
Nonlinear feature extraction using kernel principal component analysis with non-negative pre-image,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:_FxGoFyzp5QC,"M Kallas, P Honeine, C Richard, H Amoud, C Francis","2010 Annual International Conference of the IEEE Engineering in Medicine and …, 2010",2010
Online one-class classification for intrusion detection based on the mahalanobis distance,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:eJXPG6dFmWUC,"P Nader, P Honeine, P Beauseroy","Proc. 23rd European Symposium on Artificial Neural Networks, Computational …, 2015",2015
Modeling electrocardiogram using Yule-Walker equations and kernel machines,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:-f6ydRqryjwC,"M Kallas, C Francis, P Honeine, H Amoud, C Richard","2012 19th International Conference on Telecommunications (ICT), 1-5, 2012",2012
A gradient based method for fully constrained least-squares unmixing of hyperspectral images,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:Wp0gIr-vW9MC,"J Chen, C Richard, H Lantéri, C Theys, P Honeine","2011 IEEE Statistical Signal Processing Workshop (SSP), 301-304, 2011",2011
Fast and accurate gaussian pyramid construction by extended box filtering,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:_Ybze24A_UAC,"S Konlambigue, JB Pothin, P Honeine, A Bensrhair","2018 26th European Signal Processing Conference (EUSIPCO), 400-404, 2018",2018
Gas source parameter estimation using machine learning in WSNs,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:B3FOqHPlNUQC,"S Mahfouz, F Mourad-Chehade, P Honeine, J Farah, H Snoussi","IEEE Sensors Journal 16 (14), 5795-5804, 2016",2016
Abnormal event detection via multi-kernel learning for distributed camera networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:tS2w5q8j5-wC,"T Wang, J Chen, P Honeine, H Snoussi","International Journal of Distributed Sensor Networks, 2015",2015
Kernel-based autoregressive modeling with a pre-image technique,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:_kc_bZDykSQC,"M Kallas, P Honeine, C Richard, C Francis, H Amoud","2011 IEEE Statistical Signal Processing Workshop (SSP), 281-284, 2011",2011
Classification multi-classes au prix d'un classifieur binaire,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:YOwf2qJgpHMC,"Z Noumir, P Honeine, C Richard","Actes du 23-ème Colloque GRETSI sur le Traitement du Signal et des Images, 2011",2011
Time-frequency learning machines for nonstationarity detection using surrogates,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:8k81kl-MbHgC,"H Amoud, P Honeine, C Richard, P Borgnat, P Flandrin","2009 IEEE/SP 15th Workshop on Statistical Signal Processing, 565-568, 2009",2009
Modélisation parcimonieuse non linéaire en ligne par une méthode à noyau reproduisant et un critère de cohérence,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:hMod-77fHWUC,"P Honeine, C Richard, JCM Bermudez","Actes du XXI-eme Colloque GRETSI sur le Traitement du Signal et des Images, 2007",2007
A hidden Markov model for indoor trajectory tracking of elderly people,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&pagesize=100&citation_for_view=yxk7n1kAAAAJ:9Nmd_mFXekcC,"D Alshamaa, A Chkeir, F Mourad-Chehade, P Honeine","2019 IEEE Sensors Applications Symposium (SAS), 1-6, 2019",2019
Mobility-based tracking using WiFi RSS in indoor wireless sensor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:1yQoGdGgb4wC,"D AlShamaa, F Mourad-Chehade, P Honeine","2018 9th IFIP International Conference on New Technologies, Mobility and …, 2018",2018
Unmixing multitemporal hyperspectral images accounting for endmember variability,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:BrmTIyaxlBUC,"A Halimi, N Dobigeon, JY Toumeret, S McLaughlin, P Honeine","2015 23rd European Signal Processing Conference (EUSIPCO), 1656-1660, 2015",2015
Online nonnegative matrix factorization based on kernel machines,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:eflP2zaiRacC,"F Zhu, P Honeine","2015 23rd European Signal Processing Conference (EUSIPCO), 2381-2385, 2015",2015
Entropy of overcomplete kernel dictionaries,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:Tiz5es2fbqcC,P Honeine,"arXiv preprint arXiv:1411.0161, 2014",2014
Reconnaissance des formes par méthodes à noyau dans le domaine temps-fréquence,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:KlAtU1dfN6UC,"P Honeine, C Richard, P Flandrin","Actes du XX-ème Colloque GRETSI sur le Traitement du Signal et des Images …, 2005",2005
Graph kernels based on linear patterns: Theoretical and experimental comparisons,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:nrtMV_XWKgEC,"L Jia, B Gaüzère, P Honeine","Expert Systems with Applications 189, 116095, 2022",2022
Investigating coordconv for fully and weakly supervised medical image segmentation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:SpbeaW3--B0C,"R El Jurdi, T Dargent, C Petitjean, P Honeine, F Abdallah","2020 Tenth International Conference on Image Processing Theory, Tools and …, 2020",2020
Fusion of multiple mobility and observation models for indoor zoning-based sensor tracking,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:hMsQuOkrut0C,"D Alshamaa, F Mourad-Chehade, P Honeine, A Chkeir","IEEE Transactions on Aerospace and Electronic Systems 56 (6), 4315-4326, 2020",2020
An evidential framework for localization of sensors in indoor environments,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:ML0RJ9NH7IQC,"D Alshamaa, F Mourad-Chehade, P Honeine, A Chkeir","Sensors 20 (1), 318, 2020",2020
One-class classification framework based on shrinkage methods,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:5Ul4iDaHHb8C,"P Nader, P Honeine, P Beauseroy","Journal of Signal Processing Systems 90 (3), 341-356, 2018",2018
Estimating the intrinsic dimension of hyperspectral images using an eigen-gap approach,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:BwyfMAYsbu0C,"A Halimi, P Honeine, M Kharouf, C Richard, JY Tourneret","arXiv preprint arXiv:1501.05552, 2015",2015
Spectral partitioning and fusion techniques for hyperspectral data classification and unmixing,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:OU6Ihb5iCvQC,"R Ammanouil, J Abou Melhem, J Farah, P Honeine","2014 6th International Symposium on Communications, Control and Signal …, 2014",2014
Mobility using first and second derivatives for kernel-based regression in wireless sensor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:CHSYGLWDkRkC,"N Ghadban, P Honeine, F Mourad-Chehade, C Francis, J Farah","IWSSIP 2014 Proceedings, 203-206, 2014",2014
Polar-interval-based localization in mobile sensor networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:u_35RYKgDlwC,"F Mourad, P Honeine, H Snoussi","IEEE Transactions on Aerospace and Electronic Systems 49 (4), 2310-2322, 2013",2013
Constrained reflect-then-combine methods for unmixing hyperspectral data,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:HoB7MX3m0LUC,"P Honeine, H Lantéri","2013 5th Workshop on Hyperspectral Image and Signal Processing: Evolution in …, 2013",2013
Un nouveau paradigme pour le démélange non-linéaire des images hyperspectrales,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:k_IJM867U9cC,"J Chen, C Richard, P Honeine","Actes du 23-ème Colloque GRETSI sur le Traitement du Signal et des Images, 2011",2011
Auto-localisation dans les réseaux de capteurs sans fil par régression de matrices de Gram,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:3fE2CSJIrl8C,"P Honeine, C Richard, H Snoussi, M Essoloh","Actes du 22-ème Colloque GRETSI sur le Traitement du Signal et des Images, 2009",2009
Méthodes à noyau pour l'analyse et la décision en environnement non-stationnaire,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:maZDTaKrznsC,P Honeine,"mémoire de thèse de doctorat en Optimisation et Sûreté des Systèmes, Ecole …, 2007",2007
CoordConv-Unet: Investigating CoordConv for Organ Segmentation,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:edDO8Oi4QzsC,"R El Jurdi, C Petitjean, P Honeine, F Abdallah","IRBM 42 (6), 415-423, 2021",2021
When Spectral Domain Meets Spatial Domain in Graph Neural Networks,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:Dip1O2bNi0gC,"M Balcilar, G Renton, P Héroux, B Gaüzère, S Adam, P Honeine","Thirty-seventh International Conference on Machine Learning (ICML 2020 …, 2020",2020
Denoising smooth signals using a Bayesian approach: Application to altimetry,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:SdhP9T11ey4C,"A Halimi, GS Buller, S McLaughlin, P Honeine","IEEE Journal of Selected Topics in Applied Earth Observations and Remote …, 2017",2017
Bayesian filtering of smooth signals: Application to altimetry,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:kRWSkSYxWN8C,"A Halimi, GS Buller, S McLaughlin, P Honeine","arXiv preprint arXiv:1602.03649, 2016",2016
Diffusion strategies for in-network principal component analysis,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:WbkHhVStYXYC,"N Ghadban, P Honeine, F Mourad-Chehade, C Francis, J Farah","2014 IEEE International Workshop on Machine Learning for Signal Processing …, 2014",2014
Non-stationary Analysis of the Convergence of the Non-negative Least-mean-square Algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:bFI3QPDXJZMC,"J Chen, C Richard, JCM Bermudez, P Honeine","European Conference on Signal Processing, 2013",2013
Non-stationary Analysis of the Convergence of the Non-negative Least-mean-square Algorithm,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=yxk7n1kAAAAJ&cstart=100&pagesize=100&citation_for_view=yxk7n1kAAAAJ:dfsIfKJdRG4C,"J Chen, C Richard, JCM Bermudez, P Honeine","European Conference on Signal Processing, 2013",2013
